,maxdegree_1,maxdegree_2,maxdegree_3,maxdegree_4,sector_1,sector_2,sector_3,sector_4,sector_5,regio_1,regio_2,regio_3,regio_4,n_founders,founding_age,n_investors,n_fund_rounds,avrg_inv_per_round,n_leadinvestors,leadinv_rate,years_till_firstfund,total_funding,%_first_funding_of_total,female_founders,founders_experience,has_valuation,has_moneyraised_data,alpha_bench,alpha_bench_binary,Cluster
Oyster Point Pharmaceuticals,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0.25000000000000006,0.05,0.09090909090909091,0.15625,0.10526315789473684,1.0,0.06896551724137931,0.005021623042106937,0.23529044146821526,0,0.3333333333333333,1,1,0.992,1,1
Karuna Therapeutics,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.2692307692307692,0.125,0.1818181818181818,0.270625,0.15789473684210525,1.0,0.06896551724137931,0.00489710904775807,0.005059021719895817,1,0.1111111111111111,1,1,2.725,1,1
One Medical,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0.23076923076923078,0.24166666666666667,0.7272727272727273,0.145625,0.3684210526315789,0.7777777777777778,0.0,0.021973591334466455,0.007640043763222615,0,0.2222222222222222,1,1,0.074,1,1
Dixie Brands,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0.38461538461538464,0.01666666666666667,0.09090909090909091,0.03125,0.05263157894736842,0.5,0.1724137931034483,0.001526954497251378,0.2162162160566674,0,0.2222222222222222,0,0,0.006,1,1
Satsuma Pharmaceuticals,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0.6346153846153848,0.1,0.09090909090909091,0.34375,0.10526315789473684,1.0,0.034482758620689655,0.0030550883007899516,0.16216216199160996,0,0.1111111111111111,1,1,0.243,1,1
Solid Biosciences,0,1,0,0,1,0,0,0,0,0,1,0,0,3,0.4615384615384616,0.08333333333333333,0.1818181818181818,0.166875,0.15789473684210525,1.0,0.0,0.003819155243860152,1.0607248355378126e-08,1,0.1111111111111111,1,1,0.722,1,1
Advanced Disposal Services,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.4038461538461539,0.0,0.0,0.0,0.05263157894736842,1.0,0.5517241379310345,0.011563076504274983,1.0000000000000002,0,0.1111111111111111,0,0,0.058,1,0
"G1 Therapeutics, Inc.",1,0,0,0,1,0,0,0,0,0,1,0,0,2,0.4038461538461539,0.19166666666666668,0.2727272727272727,0.3125,0.15789473684210525,0.75,0.13793103448275862,0.003869574779680499,0.008139965675034694,0,0.1111111111111111,1,1,0.071,1,1
Calyxt,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0.5,0.0,0.0,0.0,0.0,0.0,0.20689655172413793,1.8521229504369168e-05,1.0000000000000002,0,0.2222222222222222,1,1,0.884,1,0
Exagen,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0.6730769230769231,0.4083333333333333,0.9090909090909091,0.221875,0.42105263157894735,0.7272727272727273,0.4482758620689655,0.008684985829413691,0.025675879779211794,1,0.1111111111111111,0,1,0.241,1,1
Liquidia Technologies,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.17307692307692307,0.19166666666666668,0.5454545454545454,0.151875,0.15789473684210525,0.42857142857142855,0.06896551724137931,0.004100001167295982,0.06042296418474744,1,0.1111111111111111,1,1,0.435,1,1
Carvana,1,0,0,0,0,1,0,0,0,0,1,0,0,2,0.23076923076923078,0.025,0.1818181818181818,0.020625000000000004,0.10526315789473684,0.6666666666666666,0.034482758620689655,0.03965265386813052,0.00012498417341598225,0,0.2222222222222222,1,1,0.062,1,1
AnaptysBio,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0.653846153846154,0.10833333333333334,0.36363636363636365,0.11249999999999999,0.05263157894736842,0.2,0.034482758620689655,0.0035484901195317197,0.02327028706158476,0,0.2222222222222222,1,1,0.353,1,1
Clearside Biomedical,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0.4615384615384616,0.125,0.36363636363636365,0.1375,0.15789473684210525,0.6,0.034482758620689655,0.005116003352974692,0.03228410327107523,0,0.1111111111111111,0,1,0.98,1,1
Lovesac,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0.0,0.008333333333333333,0.0,0.0625,0.05263157894736842,1.0,0.6551724137931034,0.0004118298298043107,1.0000000000000002,0,0.3333333333333333,1,1,0.236,1,0
Selecta Biosciences,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0.5576923076923077,0.32499999999999996,0.5454545454545454,0.294375,0.2631578947368421,0.7142857142857143,0.0,0.007620586531052246,0.013547028955750898,0,0.6666666666666666,1,1,0.171,1,1
Athenex,0,0,0,1,1,0,0,0,0,0,1,0,0,3,0.17307692307692307,0.04166666666666667,0.4545454545454545,0.0,0.0,0.0,0.20689655172413793,0.004217691672503826,0.03989247904921107,1,0.1111111111111111,1,1,0.105,1,1
Scholar Rock,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0.8461538461538463,0.14166666666666666,0.1818181818181818,0.3125,0.15789473684210525,1.0,0.06896551724137931,0.00425281479545532,0.19417475711751775,0,0.5555555555555556,0,1,0.491,1,1
Pharmaron Holding,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0.3269230769230769,0.05,0.1818181818181818,0.083125,0.10526315789473684,0.6666666666666666,0.13793103448275862,0.013215113089941923,2.921437650110775e-09,1,0.1111111111111111,0,1,1.171,1,1
TELA Bio,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0.5961538461538463,0.08333333333333333,0.2727272727272727,0.109375,0.15789473684210525,0.75,0.034482758620689655,0.003605358380002999,0.06871007667913584,0,0.2222222222222222,1,1,0.027,1,1
i3 Verticals,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0.11538461538461536,0.01666666666666667,0.09090909090909091,0.03125,0.0,0.0,0.06896551724137931,0.0012712192401835173,0.539080758150786,0,0.0,1,1,0.472,1,0
Casa Systems,0,0,0,1,0,0,1,0,0,0,1,0,0,3,0.36538461538461536,0.008333333333333333,0.09090909090909091,0.0,0.05263157894736842,0.5,0.20689655172413793,0.004112986381039266,0.03166290227143078,0,0.1111111111111111,0,1,0.237,1,1
Mersana Therapeutics,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.19230769230769235,0.21666666666666667,0.4545454545454545,0.21875,0.21052631578947367,0.6666666666666666,0.1724137931034483,0.00590507316702834,0.14684763116459665,0,0.1111111111111111,1,1,0.223,1,1
UroGen Pharma,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0.653846153846154,0.008333333333333333,0.09090909090909091,0.0,0.10526315789473684,1.0,0.3103448275862069,0.0010313435339415703,0.2799999998534352,0,0.3333333333333333,1,1,1.435,1,1
Crinetics Pharmaceuticals,0,0,0,1,1,0,0,0,0,0,1,0,0,3,0.5,0.08333333333333333,0.09090909090909091,0.28125,0.15789473684210525,1.0,0.24137931034482757,0.004467579546222904,0.3835489832386544,1,0.1111111111111111,1,1,0.127,1,1
Kezar Life Sciences,0,0,1,0,1,0,0,0,0,0,1,0,0,3,0.44230769230769235,0.11666666666666667,0.09090909090909091,0.40625,0.05263157894736842,0.5,0.0,0.0032326822293092996,0.3614303957831659,0,0.1111111111111111,0,1,0.259,1,1
Allena Pharmaceuticals,1,0,0,0,1,0,0,0,0,0,1,0,0,3,0.6153846153846154,0.11666666666666667,0.2727272727272727,0.171875,0.15789473684210525,0.75,0.0,0.0038398057006647276,0.16129032067561094,0,0.2222222222222222,1,1,0.513,1,1
Establishment Labs,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0.23076923076923078,0.06666666666666667,0.1818181818181818,0.125,0.21052631578947367,1.0,0.3793103448275862,0.004459319363501074,0.1851851850193196,0,0.2222222222222222,1,1,0.117,1,1
Applied Therapeutics,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0.3269230769230769,0.01666666666666667,0.09090909090909091,0.03125,0.05263157894736842,0.5,0.034482758620689655,0.0012819523151076952,0.1953102680795176,1,0.2222222222222222,1,1,0.416,1,1
Fulgent Therapeutics,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.30769230769230765,0.01666666666666667,0.09090909090909091,0.03125,0.0,0.0,0.13793103448275862,0.0014371828314305281,0.06494211268954166,0,0.0,0,1,0.087,1,1
CannTrust,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.2692307692307692,0.01666666666666667,0.09090909090909091,0.03125,0.0,0.0,0.034482758620689655,0.0002001885432302466,0.5722340941124998,0,0.1111111111111111,0,1,0.206,1,0
Y-mAbs Therapeutics,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0.4615384615384616,0.025,0.0,0.1875,0.10526315789473684,1.0,0.10344827586206896,0.0033028937824448553,1.0000000000000002,0,0.2222222222222222,0,1,0.044,1,0
Beam Therapeutics,1,0,0,0,1,0,0,0,0,0,1,0,0,4,0.4230769230769231,0.08333333333333333,0.09090909090909091,0.28125,0.05263157894736842,0.5,0.034482758620689655,0.009167623514944247,0.3918918917681041,0,0.2222222222222222,1,1,0.086,1,1
Imricor Medical Systems,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0.3461538461538462,0.04166666666666667,0.2727272727272727,0.03125,0.0,0.0,0.10344827586206896,0.00037482421121051176,0.026362038466127356,0,0.2222222222222222,1,1,0.158,1,1
Eton Pharmaceuticals,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.2884615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.000824838965895817,1.0000000000000002,0,0.3333333333333333,1,1,0.298,1,0
Tactile Medical,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.0,0.03333333333333333,0.1818181818181818,0.041874999999999996,0.10526315789473684,0.6666666666666666,0.41379310344827586,0.0009570018894450991,0.508620689555146,1,0.2222222222222222,0,1,0.333,1,1
INmuneBIO,0,0,0,1,1,0,0,0,0,0,1,0,0,3,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.06896551724137931,0.00013676574516736744,1.0000000000000002,0,0.1111111111111111,0,0,0.026,1,0
Enthusiast Gaming Inc.,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0.2115384615384615,0.025,0.09090909090909091,0.0625,0.0,0.0,0.034482758620689655,4.384286093905303e-05,0.3462633277603943,0,0.0,0,0,1.286,1,1
SillaJen,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0.1538461538461539,0.0,0.0,0.0,0.05263157894736842,1.0,0.4482758620689655,0.0004944316570226119,1.0000000000000002,0,0.1111111111111111,0,0,0.191,1,0
Professional Bank,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0.11538461538461536,0.0,0.0,0.0,0.0,0.0,0.3103448275862069,0.0007835380522866664,1.0000000000000002,0,0.0,1,1,0.206,1,0
Adial Pharmaceuticals,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0.5192307692307692,0.008333333333333333,0.09090909090909091,0.0,0.0,0.0,0.13793103448275862,0.00027681887785436886,0.6091181721142758,0,0.1111111111111111,1,1,0.527,1,0
PhaseBio Pharmaceuticals,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.25000000000000006,0.24999999999999997,0.6363636363636364,0.18,0.3157894736842105,0.75,0.0,0.005776818548933893,6.9444004401952324e-09,0,0.1111111111111111,1,1,1.689,1,1
MSMCi,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,0.06896551724137931,0.0002053870892262304,1.0000000000000002,0,0.0,0,1,0.341,1,0
Aerkomm,1,0,0,0,0,1,0,0,0,0,1,0,0,2,0.19230769230769235,0.0,0.0,0.0,0.0,0.0,0.13793103448275862,9.494444004674151e-05,1.0000000000000002,0,0.0,1,0,0.385,1,0
Endra,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.24137931034482757,1.067822731090507e-05,1.0000000000000002,0,0.0,1,1,0.129,1,0
Polarean,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0.30769230769230765,0.0,0.0,0.0,0.0,0.0,0.13793103448275862,7.849895315945465e-05,1.0000000000000002,0,0.2222222222222222,1,1,0.027,1,0
Novartis,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0.019230769230769218,0.0,0.0,0.0,0.05263157894736842,1.0,0.7586206896551724,0.0002672766321722835,1.0000000000000002,0,0.0,0,0,0.111,1,0
Alibaba Group,1,0,0,0,0,1,0,0,0,0,0,1,0,18,0.2884615384615385,0.32499999999999996,0.7272727272727273,0.21500000000000002,0.2631578947368421,0.5555555555555556,0.0,0.20266240402162047,0.001018952312211879,1,0.2222222222222222,0,1,0.135,1,1
Tencent Holdings,0,1,0,0,0,1,0,0,0,0,0,1,0,5,0.13461538461538464,0.025,0.1818181818181818,0.020625000000000004,0.05263157894736842,0.3333333333333333,0.034482758620689655,0.001337796312921468,0.0061690312597539,0,0.1111111111111111,1,0,0.091,1,1
Partners Group,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0.19230769230769235,0.0,0.0,0.0,0.0,0.0,0.6551724137931034,0.020649277498288127,1.0000000000000002,0,0.2222222222222222,0,0,0.269,1,0
Delivery Hero,1,0,0,0,0,1,0,0,0,1,0,0,0,8,0.17307692307692307,0.4333333333333333,0.5454545454545454,0.410625,0.631578947368421,1.0,0.0,0.1071157069901741,1.820063127507114e-10,0,0.3333333333333333,1,1,0.157,1,1
Spotify,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0.1538461538461539,0.49166666666666664,0.9999999999999999,0.25,0.5263157894736842,0.8333333333333334,0.034482758620689655,0.10677922233446514,1.8322131038731063e-10,0,0.2222222222222222,1,1,0.223,1,1
HelloFresh,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0.11538461538461536,0.14166666666666666,0.4545454545454545,0.125,0.3157894736842105,1.0,0.034482758620689655,0.015175218972347422,0.027213909750093475,1,0.1111111111111111,1,1,0.155,1,1
Rocket Internet,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0.2692307692307692,0.058333333333333334,0.2727272727272727,0.0625,0.2631578947368421,1.0,0.0,0.06519248909805637,0.00041659417217986146,0,0.3333333333333333,1,1,0.086,1,1
Abcam,0,0,0,1,1,0,0,0,0,1,0,0,0,3,0.36538461538461536,0.0,0.0,0.0,0.0,0.0,0.4482758620689655,7.316233820927546e-05,1.0000000000000002,0,0.4444444444444444,0,0,0.985,1,0
iQiyi,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0.4230769230769231,0.19166666666666668,0.36363636363636365,0.2375,0.3684210526315789,1.0,0.0,0.12414395658313683,0.0166341245737244,0,0.3333333333333333,1,1,0.843,1,1
Storytel,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0.2884615384615385,0.01666666666666667,0.0,0.125,0.0,0.0,0.3793103448275862,0.0006106567232137772,1.0000000000000002,0,0.3333333333333333,0,0,0.373,1,0
IndiaMART,1,0,0,0,0,0,1,0,0,0,0,1,0,2,0.0,0.08333333333333333,0.2727272727272727,0.109375,0.15789473684210525,0.75,0.3793103448275862,0.0016855418279296218,2.428235461357718e-08,0,0.1111111111111111,0,1,0.464,1,1
Cheetah Mobile,1,0,0,0,0,0,1,0,0,0,0,1,0,2,0.23076923076923078,0.008333333333333333,0.0,0.0625,0.0,0.0,0.034482758620689655,0.0007670176868430062,1.0000000000000002,0,0.2222222222222222,0,1,0.367,1,0
WuXi AppTec,0,0,0,1,1,0,0,0,0,0,0,1,0,3,0.36538461538461536,0.04166666666666667,0.2727272727272727,0.03125,0.05263157894736842,0.25,0.1724137931034483,0.0632086299864105,0.008624801324113618,1,0.6666666666666666,1,1,0.27,1,1
MTN Group,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.05263157894736842,1.0,0.1724137931034483,0.00028999213465731637,1.0000000000000002,0,0.0,0,0,0.413,1,0
Bilibili,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0.0,0.08333333333333333,0.2727272727272727,0.109375,0.21052631578947367,1.0,0.1724137931034483,0.02133288625545908,0.008711612252164918,0,0.2222222222222222,1,1,0.201,1,1
KUNLUN,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0.03846153846153849,0.008333333333333333,0.0,0.0625,0.0,0.0,0.10344827586206896,0.0003131199028619957,1.0000000000000002,0,0.0,0,0,3.268,1,0
WISeKey,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0.4038461538461539,0.058333333333333334,0.36363636363636365,0.037500000000000006,0.05263157894736842,0.2,0.034482758620689655,0.0045879376774407635,8.796189411919984e-09,0,0.4444444444444444,0,0,0.171,1,1
Zalando,1,0,0,0,0,1,0,0,0,1,0,0,0,2,0.07692307692307693,0.1,0.2727272727272727,0.140625,0.3157894736842105,1.0,0.0,0.0254341645709066,1.4201984315327849e-09,0,0.1111111111111111,1,1,0.051,1,1
GREE,0,1,0,0,0,0,1,0,0,0,0,1,0,4,0.13461538461538464,0.008333333333333333,0.09090909090909091,0.0,0.05263157894736842,0.5,0.0,0.0001740028553819457,0.230050181319383,0,0.2222222222222222,0,0,0.001,1,1
Stillfront Group,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0.44230769230769235,0.01666666666666667,0.1818181818181818,0.0,0.0,0.0,0.10344827586206896,0.0006168329444367169,0.1684193810430277,0,0.3333333333333333,0,0,0.279,1,1
Nexon,1,0,0,0,0,0,1,0,0,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.3103448275862069,0.002556898425832561,1.0000000000000002,0,0.0,0,1,0.26,1,0
PurpleBricks,1,0,0,0,0,0,0,1,0,1,0,0,0,3,0.36538461538461536,0.058333333333333334,0.0,0.4375,0.10526315789473684,1.0,0.06896551724137931,0.0005514771810151022,1.0000000000000002,0,0.1111111111111111,0,0,0.542,1,0
Blue Prism Group,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0.3269230769230769,0.04166666666666667,0.1818181818181818,0.0625,0.10526315789473684,0.6666666666666666,0.10344827586206896,0.0001314144270919434,3.1128109507862183e-07,0,0.2222222222222222,0,0,1.316,1,1
Parrot,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0.25000000000000006,0.008333333333333333,0.09090909090909091,0.0,0.10526315789473684,1.0,0.3448275862068966,0.0014499505545627473,2.8257648975894966e-08,0,0.6666666666666666,0,0,0.247,1,1
Shiji Group,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0.0,0.008333333333333333,0.09090909090909091,0.0,0.10526315789473684,1.0,0.5517241379310345,0.03894189479897301,0.48457474199701356,0,0.0,0,0,0.722,1,1
Wix,1,0,0,0,0,0,1,0,0,0,0,0,1,3,0.2884615384615385,0.09166666666666667,0.2727272727272727,0.125,0.10526315789473684,0.5,0.034482758620689655,0.0024149241398481167,0.08547008528392162,0,0.4444444444444444,1,1,0.02,1,1
BioNTech,1,0,0,0,1,0,0,0,0,1,0,0,0,2,0.5576923076923077,0.11666666666666667,0.09090909090909091,0.40625,0.15789473684210525,1.0,0.3448275862068966,0.028338022390157678,0.39349191238406583,1,0.1111111111111111,1,1,1.865,1,1
GetSwift,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0.13461538461538464,0.025,0.09090909090909091,0.0625,0.05263157894736842,0.5,0.06896551724137931,0.00023320337844473418,0.11894273109818297,0,0.3333333333333333,0,1,1.846,1,1
58.com,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.17307692307692307,0.04166666666666667,0.2727272727272727,0.03125,0.05263157894736842,0.25,0.034482758620689655,0.005813163311609032,0.03551640838443178,0,0.3333333333333333,0,1,0.74,1,1
Uxin,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0.09615384615384615,0.13333333333333333,0.2727272727272727,0.203125,0.10526315789473684,0.5,0.06896551724137931,0.03964769775849742,0.031249999802798988,0,0.2222222222222222,1,1,0.023,1,1
Just Eat,1,0,0,0,0,1,0,0,0,1,0,0,0,5,0.0,0.06666666666666667,0.2727272727272727,0.078125,0.05263157894736842,0.25,0.27586206896551724,0.005035966766801569,0.14029136313034,0,0.3333333333333333,1,1,0.23,1,1
Weimob,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0.11538461538461536,0.125,0.1818181818181818,0.270625,0.21052631578947367,1.0,0.034482758620689655,0.02433105041564164,0.008223902925319767,0,0.1111111111111111,1,1,0.796,1,1
UCloud Information Technology,1,0,0,0,0,0,1,0,0,0,0,1,0,3,0.23076923076923078,0.09166666666666667,0.36363636363636365,0.0875,0.2631578947368421,1.0,0.06896551724137931,0.012985043583520936,0.03180363813532048,0,0.2222222222222222,0,1,0.494,1,1
Cyberdyne,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0.4807692307692308,0.10833333333333334,0.4545454545454545,0.083125,0.21052631578947367,0.6666666666666666,0.13793103448275862,0.002227820552067521,0.17359412470325153,0,0.1111111111111111,0,0,1.243,1,1
Orchard Therapeutics,0,1,0,0,1,0,0,0,0,1,0,0,0,2,0.38461538461538464,0.21666666666666667,0.1818181818181818,0.5,0.21052631578947367,1.0,0.034482758620689655,0.012824457371225837,0.16275208704514196,1,0.2222222222222222,1,1,0.253,1,1
Lexin,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0.23076923076923078,0.06666666666666667,0.2727272727272727,0.078125,0.21052631578947367,1.0,0.0,0.014247635971471603,2.6949883676647918e-09,0,0.3333333333333333,1,1,0.086,1,1
Luckin Coffee,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0.4038461538461539,0.11666666666666667,0.09090909090909091,0.40625,0.15789473684210525,1.0,0.034482758620689655,0.022714323220046573,0.7272727277130782,1,0.2222222222222222,1,1,0.235,1,1
SolarEdge Technologies,1,0,0,0,0,0,0,0,1,0,0,0,1,5,0.3269230769230769,0.26666666666666666,0.2727272727272727,0.453125,0.15789473684210525,0.75,0.034482758620689655,0.004865142181925501,0.10036833872026593,0,0.2222222222222222,1,1,0.248,1,1
FinLab,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0.05769230769230771,0.0,0.0,0.0,0.0,0.0,0.41379310344827586,0.00026891582413251705,1.0000000000000002,0,0.0,0,0,0.266,1,0
Augmentum Fintech,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0.2884615384615385,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,3.844342729927433e-05,1.0000000000000002,0,0.0,0,1,0.026,1,0
Genmab,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0.38461538461538464,0.058333333333333334,0.09090909090909091,0.1875,0.10526315789473684,1.0,0.0,0.0019523539074256294,0.04228329790229654,1,0.2222222222222222,1,1,0.177,1,1
Secoo,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0.25000000000000006,0.09166666666666667,0.36363636363636365,0.0875,0.10526315789473684,0.4,0.10344827586206896,0.008465507983588685,0.048780487611245586,1,0.1111111111111111,1,1,0.143,1,1
Raksul,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0.07692307692307693,0.27499999999999997,0.5454545454545454,0.24125000000000002,0.05263157894736842,0.14285714285714285,0.06896551724137931,0.002964226332150734,0.0013927574374905645,0,0.2222222222222222,0,0,0.529,1,1
Niu.com,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0.17307692307692307,0.03333333333333333,0.09090909090909091,0.09375,0.05263157894736842,0.5,0.034482758620689655,0.0018813513178917174,0.44055449418939413,0,0.2222222222222222,0,1,0.034,1,1
Newgen Software Technologies,1,0,0,0,0,0,1,0,0,0,0,1,0,2,0.3269230769230769,0.1,0.1818181818181818,0.208125,0.21052631578947367,1.0,0.5517241379310345,0.001870164758936111,0.1688369530573708,0,0.5555555555555556,1,1,0.043,1,1
Just Dial,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0.1538461538461539,0.05,0.09090909090909091,0.15625,0.10526315789473684,1.0,0.48275862068965514,0.002765981905525897,0.1492537311701037,1,0.1111111111111111,0,0,0.739,1,1
Lakala,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0.2884615384615385,0.09166666666666667,0.2727272727272727,0.125,0.05263157894736842,0.25,0.0,0.012897423736600038,0.06403935891189289,0,0.5555555555555556,1,0,0.12,1,1
I-Mab Biopharma,0,0,0,1,1,0,0,0,0,0,0,1,0,2,0.7692307692307694,0.1,0.1818181818181818,0.208125,0.15789473684210525,1.0,0.0,0.015280158770399455,2.499140355188537e-09,0,0.2222222222222222,0,1,0.342,1,1
Spark Networks SE,1,0,0,0,0,1,0,0,0,1,0,0,0,4,0.0,0.05,0.2727272727272727,0.046875,0.0,0.0,0.4482758620689655,5.251200530744097e-05,7.690254319027632e-07,0,0.0,0,1,0.277,1,1
Avenue Supermarts (D-Mart ),1,0,0,0,0,1,0,0,0,0,0,1,0,1,0.4615384615384616,0.0,0.0,0.0,0.0,0.0,0.5862068965517241,0.0034763721575248787,1.0000000000000002,0,0.1111111111111111,1,1,0.612,1,0
Autolus Limited,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0.4038461538461539,0.06666666666666667,0.1818181818181818,0.125,0.15789473684210525,1.0,0.034482758620689655,0.007503695405027306,0.247751053264757,0,0.2222222222222222,1,1,0.333,1,1
Adyen,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0.3461538461538462,0.04166666666666667,0.1818181818181818,0.0625,0.15789473684210525,1.0,0.1724137931034483,0.010984863755047787,0.06015037552240241,0,0.1111111111111111,0,1,0.191,1,1
Horizon Discovery,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0.23076923076923078,0.15833333333333333,0.2727272727272727,0.25,0.15789473684210525,0.75,0.034482758620689655,0.001589367529277427,0.007738012901636925,0,0.0,0,1,0.14,1,1
Tobii,0,1,0,0,0,0,1,0,0,1,0,0,0,3,0.09615384615384615,0.04166666666666667,0.2727272727272727,0.03125,0.21052631578947367,1.0,0.20689655172413793,0.002964225010521498,0.19498615644575146,0,0.2222222222222222,1,1,0.669,1,1
OptiNose,0,0,1,0,1,0,0,0,0,0,1,0,0,2,0.4615384615384616,0.09166666666666667,0.36363636363636365,0.0875,0.10526315789473684,0.4,0.06896551724137931,0.006253161644823105,0.006164270859103816,1,0.1111111111111111,1,1,0.021,1,1
Kamada,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0.3461538461538462,0.0,0.0,0.0,0.05263157894736842,1.0,0.6551724137931034,0.000824838965895817,1.0000000000000002,0,0.1111111111111111,0,1,0.371,1,0
NOVACYT,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0.5384615384615385,0.008333333333333333,0.09090909090909091,0.0,0.10526315789473684,1.0,0.20689655172413793,0.00023903667818197703,0.33660704094425364,0,0.1111111111111111,0,0,0.027,1,1
Innovent Biologics,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0.6153846153846154,0.20833333333333334,0.36363636363636365,0.2625,0.21052631578947367,0.8,0.0,0.023127332314837164,0.00892857122682661,0,0.1111111111111111,1,1,0.386,1,1
Aprea,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0.1538461538461539,0.10833333333333334,0.2727272727272727,0.15625,0.15789473684210525,0.75,0.3448275862068966,0.004660692623438199,8.655735863940363e-09,1,0.2222222222222222,1,1,1.244,1,1
Bandhan Bank,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0.25000000000000006,0.01666666666666667,0.0,0.125,0.0,0.0,0.10344827586206896,0.00852230409136389,1.0000000000000002,0,0.0,1,1,0.204,1,0
CooTek,0,1,0,0,0,0,1,0,0,0,0,1,0,5,0.13461538461538464,0.14166666666666666,0.4545454545454545,0.125,0.15789473684210525,0.5,0.034482758620689655,0.008287034799919513,4.779527271588646e-09,1,0.1111111111111111,0,1,0.215,1,1
arGEN-X,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0.4230769230769231,0.15,0.2727272727272727,0.234375,0.10526315789473684,0.5,0.034482758620689655,0.0026239944032490975,0.21396390746409624,0,0.2222222222222222,1,1,0.131,1,1
