,maxdegree_1,maxdegree_2,maxdegree_3,maxdegree_4,sector_1,sector_2,sector_3,sector_4,sector_5,regio_1,regio_2,regio_3,regio_4,n_founders,founding_age,n_investors,n_fund_rounds,avrg_inv_per_round,n_leadinvestors,leadinv_rate,years_till_firstfund,total_funding,%_first_funding_of_total,female_founders,founders_experience,has_valuation,has_moneyraised_data,alpha_bench,alpha_bench_binary,Cluster
Applied Optoelectronics,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0.17307692307692307,0.058333333333333334,0.5454545454545454,0.008749999999999994,0.10526315789473684,0.2857142857142857,0.10344827586206896,0.00408843463993517,0.07271262792142215,0,0.1111111111111111,1,1,1.272,1,1
EPAM Systems,0,1,0,0,0,0,1,0,0,0,1,0,0,2,0.25000000000000006,0.025,0.09090909090909091,0.0625,0.0,0.0,0.4482758620689655,0.003096389255700016,0.3333333287531808,0,0.1111111111111111,1,1,0.167,1,0
VistaGen Therapeutics,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.5384615384615385,0.03333333333333333,0.36363636363636365,0.0,0.10526315789473684,0.4,0.3103448275862069,0.0003602152933495966,0.4285576656317816,0,0.2222222222222222,0,0,0.388,1,1
Edesa Biotech,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.07692307692307693,0.008333333333333333,0.09090909090909091,0.0,0.0,0.0,0.3793103448275862,0.00011719241618971878,0.9716002344608075,0,0.0,0,0,3.681,1,0
Ideal Power,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0.5961538461538463,0.025,0.2727272727272727,0.0,0.0,0.0,0.10344827586206896,0.0003395532309882971,0.12121212103323312,0,0.1111111111111111,0,1,0.442,1,1
ClearSign Combustion,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0.6346153846153848,0.008333333333333333,0.09090909090909091,0.0,0.0,0.0,0.0,2.9508263746329855e-06,0.9999900000999972,0,0.2222222222222222,0,1,0.25,1,0
Nanotech Security,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0.7884615384615385,0.008333333333333333,0.09090909090909091,0.0,0.0,0.0,0.1724137931034483,0.00012513020397991587,0.700000392317116,0,0.2222222222222222,0,1,0.346,1,0
UGE,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.1538461538461539,0.01666666666666667,0.09090909090909091,0.03125,0.05263157894736842,0.5,0.1724137931034483,0.0010763202288619352,0.8083483460072134,0,0.1111111111111111,0,0,0.506,1,0
Vocera Communications,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0.5961538461538463,0.15833333333333333,0.6363636363636364,0.09375,0.10526315789473684,0.25,0.4482758620689655,0.0011027529374745325,0.44895052752254666,0,0.1111111111111111,1,1,0.301,1,1
Kinaxis,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0.0,0.03333333333333333,0.0,0.25,0.05263157894736842,1.0,0.1724137931034483,0.0013617508428147753,1.0000000000000002,0,0.1111111111111111,0,0,0.361,1,0
Bluedrop Performance Learning,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.7586206896551724,3.596842875033237e-05,1.0000000000000002,0,0.1111111111111111,0,0,0.85,1,0
ChannelAdvisor,0,1,0,0,0,0,1,0,0,0,1,0,0,2,0.25000000000000006,0.15833333333333333,0.36363636363636365,0.1875,0.21052631578947367,0.8,0.034482758620689655,0.0033318044219712607,0.07063197007103873,0,0.3333333333333333,1,1,0.727,1,1
Synacor,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0.11538461538461536,0.16666666666666666,0.1818181818181818,0.375,0.05263157894736842,0.3333333333333333,0.06896551724137931,0.0011948951931347205,0.22444750590402227,0,0.2222222222222222,1,1,0.771,1,1
Carl Data Solutions,1,0,0,0,0,0,1,0,0,0,1,0,0,3,0.17307692307692307,0.0,0.0,0.0,0.0,0.0,0.06896551724137931,1.1210967795549503e-05,1.0000000000000002,0,0.0,0,0,1.129,1,0
Green Dot,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0.3269230769230769,0.04166666666666667,0.36363636363636365,0.012499999999999997,0.15789473684210525,0.6,0.06896551724137931,0.0013617509667175163,3.0099465213618443e-08,0,0.2222222222222222,0,1,0.182,1,1
ServiceSource,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0.17307692307692307,0.05,0.0,0.375,0.05263157894736842,1.0,0.27586206896551724,0.0027246809919167464,1.0000000000000002,0,0.3333333333333333,0,1,0.324,1,0
Proto Labs,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.5769230769230769,0.008333333333333333,0.09090909090909091,0.0,0.05263157894736842,0.5,0.20689655172413793,0.002249720485411514,0.04587155943880292,0,0.1111111111111111,1,1,0.032,1,1
Uranium Energy,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.4230769230769231,0.0,0.0,0.0,0.0,0.0,0.20689655172413793,0.000824838965895817,1.0000000000000002,0,0.4444444444444444,0,0,0.043,1,0
Endurance International,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0.019230769230769218,0.01666666666666667,0.0,0.125,0.05263157894736842,1.0,0.10344827586206896,0.0004737812002180367,1.0000000000000002,0,0.3333333333333333,1,1,0.053,1,0
Zayo,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0.4230769230769231,0.09166666666666667,0.1818181818181818,0.1875,0.15789473684210525,1.0,0.0,0.01945155104492367,0.6581740961975635,1,0.5555555555555556,1,1,0.095,1,1
Sweet Natural Trading,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,0.3103448275862069,0.00012272343454025622,1.0000000000000002,1,0.2222222222222222,0,0,0.664,1,0
InnerWorkings Inc.,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0.19230769230769235,0.025,0.09090909090909091,0.0625,0.05263157894736842,0.5,0.24137931034482757,0.0005340805340873965,0.6790123456136714,0,0.2222222222222222,0,0,0.265,1,0
Pixelworks,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0.4230769230769231,0.01666666666666667,0.09090909090909091,0.03125,0.05263157894736842,0.5,0.034482758620689655,0.000750497321399346,0.3626373625076197,0,0.2222222222222222,0,0,1.756,1,1
RigNet,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0.36538461538461536,0.03333333333333333,0.1818181818181818,0.041874999999999996,0.0,0.0,0.0,0.0005047568854248996,0.2244897957605027,0,0.2222222222222222,1,1,0.229,1,1
IGG,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0.36538461538461536,0.03333333333333333,0.0,0.25,0.10526315789473684,1.0,0.10344827586206896,0.0006183343978500639,1.0000000000000002,0,0.1111111111111111,0,0,1.395,1,0
NewLink Genetics,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0.2884615384615385,0.08333333333333333,0.2727272727272727,0.109375,0.0,0.0,0.10344827586206896,0.0013862835854986108,0.025302137088008422,0,0.2222222222222222,1,1,0.503,1,1
Appfolio,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0.4038461538461539,0.058333333333333334,0.2727272727272727,0.0625,0.15789473684210525,0.75,0.034482758620689655,0.0012378481432882371,0.16666666094147606,0,0.1111111111111111,0,1,0.233,1,1
Beyond Meat,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0.3461538461538462,0.19166666666666668,0.4545454545454545,0.1875,0.15789473684210525,0.5,0.1724137931034483,0.005037532319232837,7.99315870363927e-09,0,0.1111111111111111,1,1,0.227,1,1
Roku,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0.30769230769230765,0.225,0.5454545454545454,0.1875,0.47368421052631576,1.0,0.20689655172413793,0.008614563022105023,0.09280040587259142,0,0.5555555555555556,1,1,0.122,1,1
Cloudflare,1,0,0,0,0,0,1,0,0,0,1,0,0,3,0.23076923076923078,0.175,0.36363636363636365,0.21250000000000002,0.3157894736842105,1.0,0.0,0.013712789098932188,0.00617377180138731,1,0.2222222222222222,1,1,0.295,1,1
Zoom,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0.4038461538461539,0.23333333333333334,0.36363636363636365,0.3,0.15789473684210525,0.6,0.0,0.006028754080648797,0.0034246573313813666,0,0.2222222222222222,1,1,0.047,1,1
Twilio,0,0,0,1,0,0,1,0,0,0,1,0,0,3,0.19230769230769235,0.3333333333333333,0.6363636363636364,0.258125,0.47368421052631576,1.0,0.034482758620689655,0.010935302741318634,0.01774924431195507,0,0.1111111111111111,1,1,0.089,1,1
Alteryx,1,0,0,0,0,0,1,0,0,0,1,0,0,3,0.5384615384615385,0.058333333333333334,0.1818181818181818,0.104375,0.15789473684210525,1.0,0.06896551724137931,0.006730869612004358,0.11042944767167769,1,0.1111111111111111,1,1,0.16,1,1
Datadog,0,1,0,0,0,0,1,0,0,0,1,0,0,2,0.2692307692307692,0.27499999999999997,0.4545454545454545,0.291875,0.21052631578947367,0.6666666666666666,0.0,0.006107225857807098,6.557762834644171e-09,0,0.1111111111111111,1,1,0.123,1,1
SurveyMonkey,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0.03846153846153849,0.23333333333333334,0.2727272727272727,0.390625,0.15789473684210525,0.75,0.3448275862068966,0.04724706590388205,6.705635327799843e-10,0,0.2222222222222222,1,1,0.102,1,1
Okta,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0.2692307692307692,0.27499999999999997,0.5454545454545454,0.24125000000000002,0.3157894736842105,0.8571428571428571,0.0,0.009467055138610589,0.0032715374197862827,0,0.2222222222222222,1,1,0.089,1,1
Stitch Fix,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0.13461538461538464,0.075,0.2727272727272727,0.09375,0.15789473684210525,0.75,0.0,0.0032760801142051274,0.009451703564372874,1,0.1111111111111111,1,1,0.328,1,1
Zscaler,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0.5769230769230769,0.03333333333333333,0.1818181818181818,0.041874999999999996,0.10526315789473684,0.6666666666666666,0.13793103448275862,0.006111355949168013,0.2567567548706175,0,0.5555555555555556,1,1,0.227,1,1
MedMen,1,0,0,0,1,0,0,0,0,0,1,0,0,3,0.11538461538461536,0.008333333333333333,0.09090909090909091,0.0,0.10526315789473684,1.0,0.20689655172413793,0.00231167185582524,0.2678571427081062,0,0.2222222222222222,1,1,0.104,1,1
The Trade Desk,1,0,0,0,0,1,0,0,0,0,1,0,0,2,0.2115384615384615,0.15,0.2727272727272727,0.234375,0.21052631578947367,1.0,0.034482758620689655,0.010633805989370007,0.029126213281488164,0,0.2222222222222222,1,1,0.29,1,1
Elastic,1,0,0,0,0,0,1,0,0,0,1,0,0,4,0.2884615384615385,0.08333333333333333,0.2727272727272727,0.109375,0.15789473684210525,0.75,0.0,0.006689568533191553,0.061728396394889584,0,0.2222222222222222,1,1,0.195,1,1
Schrodinger,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0.3461538461538462,0.11666666666666667,0.36363636363636365,0.125,0.10526315789473684,0.4,0.8620689655172413,0.007969897020278878,0.1606217614871653,0,0.1111111111111111,1,1,0.505,1,1
MongoDB,1,0,0,0,0,0,1,0,0,0,1,0,0,3,0.2884615384615385,0.2833333333333333,0.6363636363636364,0.21125,0.42105263157894735,1.0,0.034482758620689655,0.012843404950061393,0.0048231508762958284,0,0.2222222222222222,1,1,0.183,1,1
Sprout Social,1,0,0,0,0,0,1,0,0,0,1,0,0,3,0.19230769230769235,0.09166666666666667,0.36363636363636365,0.0875,0.3157894736842105,1.0,0.0,0.004603822876134029,0.008968715397948255,0,0.1111111111111111,0,1,0.119,1,1
10X Genomics,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0.30769230769230765,0.14166666666666666,0.4545454545454545,0.125,0.2631578947368421,0.8333333333333334,0.0,0.01001842233529275,0.019373454046053257,0,0.2222222222222222,1,1,0.277,1,1
Cresco Labs,1,0,0,0,0,0,0,0,1,0,1,0,0,5,0.3269230769230769,0.008333333333333333,0.09090909090909091,0.0,0.0,0.0,0.0,0.004294115709064471,0.03846153826580545,0,0.2222222222222222,0,0,0.861,1,1
Twist Bioscience,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0.5769230769230769,0.3333333333333333,0.36363636363636365,0.44999999999999996,0.21052631578947367,0.8,0.034482758620689655,0.010452524426177239,0.17822522502014293,1,0.2222222222222222,1,1,0.561,1,1
Pluralsight,1,0,0,0,0,0,1,0,0,0,1,0,0,3,0.25000000000000006,0.05,0.1818181818181818,0.083125,0.05263157894736842,0.3333333333333333,0.3103448275862069,0.007949246563474302,0.14285714268266086,0,0.2222222222222222,1,1,0.038,1,1
Anaplan,0,1,0,0,0,0,1,0,0,0,1,0,0,2,0.0,0.3,0.6363636363636364,0.226875,0.3157894736842105,0.75,0.13793103448275862,0.012384964850300736,0.018339446037724114,1,0.1111111111111111,1,1,0.396,1,1
Bill.com,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0.36538461538461536,0.41666666666666663,0.7272727272727273,0.291875,0.47368421052631576,1.0,0.034482758620689655,0.011550686271493152,0.030747228866882453,0,0.3333333333333333,1,1,0.312,1,1
BridgeBio,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0.6730769230769231,0.13333333333333333,0.1818181818181818,0.291875,0.21052631578947367,1.0,0.06896551724137931,0.01958371392717204,0.014550822237189624,0,0.4444444444444444,1,1,0.545,1,1
BlackLine,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0.36538461538461536,0.01666666666666667,0.0,0.125,0.0,0.0,0.41379310344827586,0.009085021687725944,1.0000000000000002,1,0.2222222222222222,0,1,0.243,1,0
Cardlytics,0,0,1,0,0,0,1,0,0,0,1,0,0,3,0.36538461538461536,0.10833333333333334,0.6363636363636364,0.046875,0.21052631578947367,0.5,0.0,0.008781060634165,0.008935275580911343,1,0.1111111111111111,1,1,0.337,1,1
Lightspeed POS,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0.1538461538461539,0.09166666666666667,0.2727272727272727,0.125,0.21052631578947367,1.0,0.24137931034482757,0.01205868746758479,0.10273972584474886,0,0.2222222222222222,0,1,0.842,1,1
Tilray,1,0,0,0,0,0,0,0,1,0,1,0,0,2,0.2692307692307692,0.01666666666666667,0.0,0.125,0.0,0.0,0.1724137931034483,0.002005793242146337,1.0000000000000002,0,0.0,1,1,1.988,1,0
Smartsheet,0,0,1,0,0,0,1,0,0,0,1,0,0,4,0.36538461538461536,0.075,0.36363636363636365,0.0625,0.05263157894736842,0.2,0.06896551724137931,0.004674785775489963,0.03857194946106756,1,0.1111111111111111,1,1,0.214,1,1
Pinterest,1,0,0,0,0,0,1,0,0,0,1,0,0,3,0.11538461538461536,0.625,0.8181818181818182,0.4125,0.47368421052631576,0.9,0.0,0.06137610865607705,0.0004037411312735986,0,0.1111111111111111,1,1,0.032,1,1
Progyny,1,0,0,0,0,1,0,0,0,0,1,0,0,4,0.09615384615384615,0.13333333333333333,0.36363636363636365,0.15,0.0,0.0,0.13793103448275862,0.004110304010603093,0.38171983093860584,0,0.0,0,1,0.658,1,1
Splitit,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0.19230769230769235,0.025,0.09090909090909091,0.0625,0.0,0.0,0.034482758620689655,0.0009198310671968636,0.058295963933865075,0,0.2222222222222222,1,1,0.027,1,1
DocuSign,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0.36538461538461536,0.6083333333333334,0.9999999999999999,0.323125,0.5263157894736842,0.8333333333333334,0.0,0.022144370736143032,1.6614134010225487e-09,0,0.2222222222222222,1,1,0.047,1,1
CarGurus,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.3793103448275862,7.109729252881793e-05,1.0000000000000002,0,0.2222222222222222,1,1,0.155,1,0
Alector,0,0,0,1,1,0,0,0,0,0,1,0,0,3,0.6153846153846154,0.27499999999999997,0.36363636363636365,0.3625,0.21052631578947367,0.8,0.034482758620689655,0.00803184847329443,4.937825782226314e-09,0,0.2222222222222222,1,1,0.005,1,1
Guardant Health,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0.2692307692307692,0.3083333333333333,0.4545454545454545,0.333125,0.21052631578947367,0.6666666666666666,0.0,0.02271432334394931,1.6146194645690585e-09,0,0.2222222222222222,1,1,1.406,1,1
Arcutis Biotherapeutics,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0.7307692307692308,0.1,0.1818181818181818,0.208125,0.15789473684210525,1.0,0.034482758620689655,0.006854772352831811,0.08132530101781171,0,0.1111111111111111,1,1,0.243,1,1
Limeade,0,0,1,0,0,0,1,0,0,0,1,0,0,4,0.0,0.025,0.1818181818181818,0.020625000000000004,0.15789473684210525,1.0,0.13793103448275862,0.001361498659436278,0.09074085022801885,1,0.1111111111111111,1,1,0.055,1,1
Vir Biotechnology,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0.5769230769230769,0.06666666666666667,0.1818181818181818,0.125,0.10526315789473684,0.6666666666666666,0.034482758620689655,0.022449997331647095,0.275938189698083,0,0.3333333333333333,1,1,2.216,1,1
Sunnova,1,0,0,0,0,1,0,0,0,0,1,0,0,3,0.3461538461538462,0.09166666666666667,0.36363636363636365,0.0875,0.2631578947368421,1.0,0.06896551724137931,0.09478441742671352,0.22004357282597972,1,0.2222222222222222,1,1,0.025,1,1
Appian,1,0,0,0,0,0,1,0,0,0,1,0,0,4,0.09615384615384615,0.008333333333333333,0.09090909090909091,0.0,0.05263157894736842,0.5,0.3103448275862069,0.0019606138423419782,0.21052634222156777,0,0.1111111111111111,1,1,0.167,1,1
iRhythm Technologies,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0.2115384615384615,0.21666666666666667,0.5454545454545454,0.17875,0.2631578947368421,0.7142857142857143,0.034482758620689655,0.005071750456565327,0.09769718595499625,0,0.4444444444444444,1,1,0.184,1,1
CRISPR Therapeutics,0,0,0,1,1,0,0,0,0,1,0,0,0,7,0.4807692307692308,0.075,0.1818181818181818,0.145625,0.15789473684210525,1.0,0.034482758620689655,0.005244036722074936,0.19685039353729644,1,0.2222222222222222,1,1,0.16,1,1
Axonics Modulation Technologies,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.5,0.14166666666666666,0.2727272727272727,0.21875,0.21052631578947367,1.0,0.06896551724137931,0.0060328841720097125,0.2231348389931258,0,0.1111111111111111,1,1,0.296,1,1
SailPoint Technologies,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0.0,0.11666666666666667,0.36363636363636365,0.125,0.05263157894736842,0.2,0.034482758620689655,0.0010758994138531717,0.17255387891753834,1,0.3333333333333333,1,1,0.632,1,1
Spero Therapeutics,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0.23076923076923078,0.23333333333333334,0.4545454545454545,0.239375,0.2631578947368421,0.8333333333333334,0.034482758620689655,0.010588374943099029,0.011700467817540186,1,0.3333333333333333,1,1,0.086,1,1
Avedro,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0.2115384615384615,0.24999999999999997,0.6363636363636364,0.18,0.3684210526315789,0.875,0.034482758620689655,0.009022806156668775,0.03661434390157906,0,0.1111111111111111,1,1,0.729,1,1
Editas Medicine,0,0,0,1,1,0,0,0,0,0,1,0,0,3,0.653846153846154,0.15833333333333333,0.09090909090909091,0.5625,0.15789473684210525,1.0,0.0,0.00867201255163444,0.20476190460002427,1,1.0,1,1,0.236,1,1
Gossamer Bio,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0.5576923076923077,0.06666666666666667,0.0,0.5,0.10526315789473684,1.0,0.10344827586206896,0.013628122184732515,1.0000000000000002,1,0.1111111111111111,1,1,0.002,1,0
Boku,0,1,0,0,0,1,0,0,0,0,1,0,0,3,0.44230769230769235,0.20833333333333334,0.4545454545454545,0.208125,0.15789473684210525,0.5,0.0,0.0035816751145102766,1.1323814651678936e-08,0,0.2222222222222222,1,1,0.168,1,1
Prevail Therapeutics,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0.6346153846153848,0.16666666666666666,0.1818181818181818,0.375,0.05263157894736842,0.3333333333333333,0.0,0.005326638549293237,0.031007751740734172,0,0.2222222222222222,1,1,0.006,1,1
Veritone,1,0,0,0,0,0,1,0,0,0,1,0,0,4,0.4038461538461539,0.01666666666666667,0.09090909090909091,0.03125,0.05263157894736842,0.5,0.0,0.002683380078307596,0.2307692306126444,0,0.6666666666666666,1,1,0.56,1,1
Inspire Medical Systems,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0.4615384615384616,0.20833333333333334,0.36363636363636365,0.2625,0.21052631578947367,0.8,0.06896551724137931,0.0045832221043285255,0.15315315298076704,0,0.1111111111111111,1,1,0.761,1,1
ShotSpotter,0,0,0,1,0,0,1,0,0,0,1,0,0,3,0.0,0.31666666666666665,0.5454545454545454,0.285625,0.15789473684210525,0.42857142857142855,0.27586206896551724,0.00280451594702963,1.4516822408344078e-08,0,0.1111111111111111,0,1,0.011,1,1
89bio,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.44230769230769235,0.025,0.0,0.1875,0.05263157894736842,1.0,0.0,0.0024768755102618427,1.0000000000000002,0,0.0,0,1,0.263,1,0
Aptinyx,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0.7884615384615385,0.21666666666666667,0.09090909090909091,0.78125,0.10526315789473684,1.0,0.034482758620689655,0.00557444403094814,0.4814814813759307,0,0.2222222222222222,1,1,0.144,1,1
Shockwave Medical,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0.4230769230769231,0.15,0.36363636363636365,0.175,0.2631578947368421,1.0,0.1724137931034483,0.006090705451062523,0.08474576252555312,0,0.3333333333333333,1,1,0.061,1,1
LogicBio Therapeutics,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0.6923076923076925,0.05,0.09090909090909091,0.15625,0.10526315789473684,1.0,0.06896551724137931,0.0020225654605611856,0.08163265287427948,0,0.1111111111111111,1,1,0.006,1,1
Open Lending,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0.0,0.008333333333333333,0.09090909090909091,0.0,0.05263157894736842,0.5,0.3103448275862069,0.0020638663741703363,0.19999999983715017,0,0.0,0,0,0.276,1,1
IGM Biosciences,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.2884615384615385,0.05,0.1818181818181818,0.083125,0.10526315789473684,0.6666666666666666,0.0,0.005855405431738421,0.009187329675155342,0,0.0,1,1,1.203,1,1
Turning Point Therapeutics,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0.5576923076923077,0.13333333333333333,0.36363636363636365,0.15,0.10526315789473684,0.4,0.034482758620689655,0.005963074559365401,0.009902372583135264,1,0.1111111111111111,1,1,0.347,1,1
Deciphera Pharmaceuticals,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0.5576923076923077,0.04166666666666667,0.1818181818181818,0.0625,0.10526315789473684,0.6666666666666666,0.41379310344827586,0.005863550426212195,0.5281690139884601,0,0.2222222222222222,1,1,0.073,1,1
Castle Biosciences,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.5,0.175,0.9090909090909091,0.0625,0.15789473684210525,0.2727272727272727,0.0,0.003611437378875303,1.122884724401198e-08,0,0.1111111111111111,1,1,0.275,1,1
Drone Delivery Canada,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0.1538461538461539,0.008333333333333333,0.09090909090909091,0.0,0.0,0.0,0.0,0.00011239824743888219,3.634326691382697e-07,0,0.0,0,0,0.955,1,1
Syndax Pharmaceuticals,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0.5,0.23333333333333334,0.36363636363636365,0.3,0.15789473684210525,0.6,0.06896551724137931,0.006949019013943125,0.23769631702146496,0,0.2222222222222222,0,1,0.081,1,1
Frequency Therapeutics,0,0,1,0,1,0,0,0,0,0,1,0,0,4,0.5576923076923077,0.15833333333333333,0.1818181818181818,0.354375,0.21052631578947367,1.0,0.06896551724137931,0.005698346813076506,0.23188405613433583,0,0.1111111111111111,1,1,0.537,1,1
NextCure,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0.6730769230769231,0.16666666666666666,0.09090909090909091,0.59375,0.05263157894736842,0.5,0.034482758620689655,0.006606966871176906,0.4187499998816795,0,0.2222222222222222,1,1,2.226,1,1
Pulse Biosciences,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0.36538461538461536,0.0,0.0,0.0,0.05263157894736842,1.0,0.10344827586206896,1.1210967795549503e-05,1.0000000000000002,0,0.0,0,0,0.386,1,0
Mirum Pharmaceuticals,1,0,0,0,1,0,0,0,0,0,1,0,0,3,0.5576923076923077,0.05,0.0,0.375,0.05263157894736842,1.0,0.0,0.004954930326810881,1.0000000000000002,1,0.3333333333333333,1,1,0.26,1,0
Fulcrum Therapeutics,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.4038461538461539,0.075,0.1818181818181818,0.145625,0.15789473684210525,1.0,0.0,0.005780948598993894,0.3928571427335515,1,0.3333333333333333,1,1,0.328,1,1
Allakos,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0.3269230769230769,0.14166666666666666,0.09090909090909091,0.5,0.10526315789473684,1.0,0.06896551724137931,0.005553793574143566,0.256505576056831,0,0.2222222222222222,1,1,0.28,1,1
Apellis Pharmaceuticals,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0.30769230769230765,0.19166666666666668,0.5454545454545454,0.151875,0.15789473684210525,0.42857142857142855,0.06896551724137931,0.006958437150379815,0.010088422569015723,1,0.1111111111111111,1,1,0.643,1,1
Impinj,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0.36538461538461536,0.32499999999999996,0.6363636363636364,0.25,0.21052631578947367,0.5,0.0,0.0056686907333603695,0.10926418044454962,0,0.1111111111111111,1,1,0.491,1,1
Reata Pharmaceuticals,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.5192307692307692,0.08333333333333333,0.36363636363636365,0.07500000000000001,0.10526315789473684,0.4,0.06896551724137931,0.017921345546257548,0.0276529654074925,0,0.1111111111111111,0,1,0.819,1,1
Principia Biopharma,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0.7115384615384617,0.14166666666666666,0.2727272727272727,0.21875,0.15789473684210525,0.75,0.10344827586206896,0.003712461148201657,0.1347543956329837,0,0.6666666666666666,1,1,0.164,1,1
SpringWorks Therapeutics,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.4230769230769231,0.10833333333333334,0.09090909090909091,0.375,0.05263157894736842,0.5,0.0,0.00941542899659915,0.45175438585331024,0,0.0,1,1,0.546,1,1
